genes	logFC.time1h.treatTg	logFC.time2h.treatTg	logFC.time6h.treatTg	logFC.time24h.treatTg	logCPM	F	PValue	FDR
Plgrkt	-0.266310864953814	-0.339023168730159	0.03838319838497	0.782952074659136	4.08622452509909	11.2058647854733	6.33032903778115e-06	0.000132318249798596
Hps3	-0.0329584831244437	-0.502741455847064	0.107970413766502	0.841975999362852	4.68843726824523	11.2003643394919	6.35673396164498e-06	0.000132739136986066
Dhx34	0.0280504319551145	0.141928632750593	0.185181659582668	0.889409399526692	4.82786517849996	11.1902665857167	6.41007365351938e-06	0.000133721083290265
Lrrn2	-0.0381491090986396	-0.311005168631349	-1.68578355949553	-1.12345058994584	4.72986024344912	11.1839017135025	6.4469434611658e-06	0.000134357855164099
Alg11	-0.0909744363811395	-0.203080165233593	0.0591361244013852	0.627951887520489	6.02162328903264	11.1552779053	6.59864604875059e-06	0.000137320099983041
Magt1	-0.138260624940511	0.0438771948644407	0.0862115874199089	0.724766709668927	7.33341032264085	11.1545803313068	6.60205260143269e-06	0.000137320099983041
Relb	0.258139689454858	0.748894662318225	1.16620683482325	1.2799144885811	3.72316116468882	11.1546506557817	6.61016820179465e-06	0.000137353975961531
Elmod2	-0.144272761079469	0.0465328099927268	0.417971513978364	0.913414297192433	5.63452560645067	11.1421621176435	6.67150104019773e-06	0.000138492512769752
Tfrc	-0.101172051758642	-0.372255001852638	-1.07073354639391	-0.52335841551618	8.2746606096441	11.1361392447288	6.7044660557241e-06	0.00013901982745335
Grwd1	-0.148381727506087	-0.0111094137653645	0.418636380028517	1.22920375603125	3.73665497564303	11.1365970546462	6.71003417669426e-06	0.00013901982745335
Rps6	-0.0606172054672673	-0.0583889954672221	-0.16457061512155	0.564982109113002	7.30538260716809	11.1164625647082	6.81569610169966e-06	0.000141070918140165
Ky	-0.202018340548097	-0.153596165864854	-0.0314684617332183	0.861024451728947	6.29472798698017	11.1001601277124	6.90963438810549e-06	0.000142875584505611
Impact	-0.190930035634316	-0.183145405626009	0.0964484838154634	0.813502076107498	6.30910254258324	11.0912864874527	6.96116253378912e-06	0.000143800639502879
Dpy19l3	0.07767933700818	0.106886176346031	-0.192448490196514	-0.676076161728077	5.65847188951714	11.0810004021246	7.02167887474933e-06	0.00014490938449702
Nrp1	-0.0681682243163979	-0.177578501541828	-0.568648950679402	-0.983960204800663	5.34206476011748	11.0779986310587	7.03971474554886e-06	0.000145140136341043
Tet1	-0.237113406465307	-0.312225636222008	-0.762212057447216	-0.901244343447812	4.78149012439737	11.0757431775579	7.05416552017419e-06	0.000145296596035183
Mgea5	-0.25639500077217	-0.120323893427901	0.504569498501349	0.467154296524247	7.88681050303357	11.0735138836588	7.06515532557073e-06	0.000145381534366992
Mphosph10	-0.107142436367995	0.141849712362325	0.272807735371499	0.861114659199375	4.78550507271216	11.0707767006459	7.08331440285409e-06	0.000145613688510711
Pcolce2	0.196695166622419	-0.154859580008296	-0.769450553249017	-0.72529709096005	4.38565586772899	11.0690010525951	7.09572599912021e-06	0.000145727354321408
Tuba4a	0.199157402291656	-0.0802091959318699	-0.45104058140089	-0.484450577501048	6.2874201803084	11.0366465310491	7.28739187827243e-06	0.00014951863917688
Elovl7	-0.0279896834930011	0.0726032821895426	0.169194293069416	0.790048396263312	5.07401689000385	11.029810327624	7.33032814900807e-06	0.000150253986667083
Aldoa	0.0351550046676338	-0.174944629042683	-0.578300951696344	-0.894968879133332	10.8233804622298	11.0251058384691	7.35796465959376e-06	0.000150674607062126
Slc30a7	-0.114429361307839	0.00699322146649704	0.365693831319986	0.603625838772824	6.89843101830146	11.0232825650852	7.36942333610297e-06	0.000150763449003521
Nab2	0.173519589284131	0.251612675388201	0.501376070753641	-0.603033377787931	4.79266121691489	11.0156179846505	7.4187053659657e-06	0.000151625161601311
Rai2	-0.0255430301502505	0.0402621138359261	-0.459188454024358	-0.838682364015416	4.86586280785667	11.0110963168963	7.44694535600461e-06	0.000152055565060792
Itfg3	-0.0955151441951449	-0.239963119551523	0.0496155284972509	0.526202112161085	6.03894775068092	11.0017116831154	7.50460737285148e-06	0.000153085314559496
Vipr1	0.0571574200235429	-0.0196060526913388	0.120791287082853	-0.843235428225886	5.86187136750315	10.9985492173881	7.52467744903903e-06	0.000153346987782437
Secisbp2l	-0.0587938695285731	-0.0657633169806731	0.0420067380506403	0.691908932852324	5.99533910922256	10.9921398407599	7.56529328113712e-06	0.000154026461475767
Dnajc12	-0.110904525196754	0.0633107595406292	-0.46672514156001	-0.938054120267851	4.83062247934062	10.9783236397987	7.65524261458066e-06	0.000155708076004929
Cyth1	-0.0468141584403042	0.148063062918961	0.122144364669333	-0.61763098243318	6.35123053185794	10.9377007249793	7.92002745637154e-06	0.000160939214358168
Pard6g	0.137737430226411	0.178526675733775	-0.564177665524466	-0.853752720839956	4.08235270631048	10.9337446812751	7.95210026244652e-06	0.000161436022010587
Htr1d	-0.128738846089863	-0.216511084340462	-0.90051995116558	-2.26439452836418	4.30358958734986	10.9224821604231	8.03103634153293e-06	0.000162882340513044
Lcn2	1.89884114104001	2.4660511487296	2.92866826159229	7.65087706600626	2.68080721429524	9.51413071109403	8.12531758699577e-06	0.000164636817786649
Rapgef4	-0.10193697281381	-0.100315311175044	-0.304921256588327	-0.758565374060213	7.06990430276422	10.8953470386094	8.20809887540616e-06	0.000166155148745554
Ckmt1	-0.0226296414457151	-0.0565215266786724	-0.493164754177021	-0.856232855256658	4.7934353921217	10.8735458773817	8.36300204755422e-06	0.000169129135964578
Tmem258	-0.0664817400636454	-0.204785928632554	-0.173942551308987	0.573106856132232	5.62134944807819	10.8709188168727	8.38017314462611e-06	0.000169173736481089
Clk4	-0.122513216442048	0.258510281625418	0.925549230031029	1.25176926909346	6.00666565629871	10.8707355562372	8.3811868125372e-06	0.000169173736481089
Eogt	-0.136964378420695	-0.57343615369131	-0.0373070331319548	0.555392854498467	5.00748781905902	10.8682912058029	8.39962402323192e-06	0.000169384418159917
Armcx2	-0.0823585395976686	0.000867623997053056	0.402489170317103	0.551695283676936	7.55173935719236	10.8570518201204	8.47821906406034e-06	0.000170806670278224
Phactr2	0.173997790930772	-0.217428047492269	-0.483776005046041	0.573203882406529	4.27625513436032	10.8530378381749	8.51185330887791e-06	0.00017132127562945
Zscan29	0.0962327207881913	0.0568226154739132	0.589963866472787	0.900462558150692	5.05585923671177	10.8437720557143	8.57555769239306e-06	0.000172439561803163
Tlr4	-0.112164515753491	-0.254412860826881	0.45884129585412	1.26968028748928	2.99945532116709	10.8409687543597	8.63348482017118e-06	0.00017343966563786
Mapre2	0.0111684497101251	-0.140920378725361	-0.218171363384392	-0.68737093825642	7.17374168116711	10.8121216132894	8.80736794319855e-06	0.000176664701790736
Gng5	0.186005430630338	-0.187474874472898	0.365785797317438	1.00297155226086	4.53365949698708	10.8121181423357	8.81070771186443e-06	0.000176664701790736
Btbd17	-0.111908085381158	-0.264554111297784	-0.80423777505687	-1.16968087761937	5.56415675131021	10.8065087838455	8.85046890422226e-06	0.000177294066771998
Mapre3	-0.0824538564116499	-0.314238404218208	-0.437681309645012	-0.665586847340652	6.54436263069396	10.7906550132757	8.96958881356726e-06	0.000179292524863952
Cox6b1	-0.0380192746073458	0.0211329156819231	-0.750726862359676	-0.522098257036487	6.773289605387	10.7898237456654	8.97579819891581e-06	0.000179292524863952
Rrm2b	-0.0678028011698423	-0.384632921770607	0.101501739968137	0.754926683038179	5.47360985334775	10.7892738392591	8.98085890670566e-06	0.000179292524863952
Os9	-0.0179893682888784	-0.075073556948947	-0.0392837109758308	0.613937011484679	7.72087222863507	10.7887077618693	8.9841016756708e-06	0.000179292524863952
Camsap1	-0.0190810817563464	0.0427442254422274	0.62615368974111	0.618856590307137	7.05683234032784	10.7826709518388	9.03041455482762e-06	0.000179908380520517
Tcf20	-0.0411459330401911	-0.0540237843761003	-0.300412696637829	-0.70144205027471	8.54509644894938	10.7824495888901	9.03195468467504e-06	0.000179908380520517
Aes	0.191410696087503	-0.0710238568774643	-0.548607270062485	-0.523006882479106	8.40210520539216	10.7755785584798	9.08484843480333e-06	0.000180652270085948
Slc6a6	-0.0369489052180267	-0.19074208153379	-0.559136903144138	-0.768488307242231	9.30992062222969	10.7753809657854	9.0863638255188e-06	0.000180652270085948
Trim23	-0.144688270080265	-0.238455429307817	0.417433662484072	0.553656919546294	5.52400033339453	10.7708474480559	9.12244530885188e-06	0.000181199490590647
Neurod1	0.136323100115325	0.0393788313795426	-0.306468791213418	-0.729370166478271	8.95239047735935	10.7652425728706	9.16501938933011e-06	0.000181874527225563
Cdv3	-0.0307459814309801	0.088896451376211	0.385772257567546	0.659443469342373	7.50025488585654	10.7553588040658	9.2424437560561e-06	0.000183239236040011
Bnip3l	0.0311131786475731	-0.15805289901553	-0.513834396805654	-0.624226936818882	7.81082899712031	10.7514922179951	9.27288443098677e-06	0.000183597769326822
Dpp7	-0.26501746584616	-0.276086050005784	-0.459596109656552	0.794259981819553	4.09373144775382	10.7512723615964	9.28233856439158e-06	0.000183597769326822
Pi4k2a	0.00439322892979365	0.114730441064581	0.573578497435595	0.55381952480003	6.20863314714351	10.7498300573139	9.28654061344226e-06	0.000183597769326822
C2cd4a	0.845785234680234	1.03905532344155	0.317639995884369	-1.75141104360723	2.76709364124825	10.7615332661261	9.29934279199288e-06	0.000183679369661994
Melk	-0.0228862506359166	-0.042398621407341	-0.129965788390614	-0.870868751015017	5.249207999866	10.7404225374473	9.36198040662626e-06	0.00018474424336431
Stat5b	0.0765650055655863	0.0402306268656989	-0.0130125009468073	-0.728454622478415	6.21593189749179	10.7371385757108	9.38737520878297e-06	0.00018507288889271
Ric8	-0.0854257949677956	0.115692364039142	0.633781011613853	0.735833338621423	4.6079216856627	10.7316776347944	9.43357744649632e-06	0.000185810761722896
Vezt	-0.311997064098913	-0.415251038395215	-0.129396330860739	0.592479894200086	5.69062379562716	10.6949028874004	9.73185812229076e-06	0.000191507773123963
Ucp2	0.115244190809798	0.0283345157543431	-0.493974524351749	-1.00739159660969	5.87978996964954	10.676773033306	9.8835281381875e-06	0.000194311815039909
Rnf145	-0.195768392284095	-0.309113187562304	-0.669659720626943	-0.707998416251835	7.25153961738425	10.6681072418503	9.95622309149122e-06	0.000195559432040107
Nop56	-0.17531946469868	0.101726004465171	0.601812143519861	0.690481957689322	7.06242299265619	10.6659051390274	9.97498293804689e-06	0.000195746328758299
Psmg2	-0.190089546245057	-0.20702036589857	0.26857433916902	0.75945330428892	4.57012295842771	10.6641470254193	9.99321054602153e-06	0.000195922444538389
Stxbp1	-0.0732663759244485	-0.190506917079077	-0.437815027344048	-0.716911307607652	9.06290267739939	10.6620057376044	1.00081203786359e-05	0.00019603324782353
AI662270	-0.0499447716360453	0.0387927740597969	0.600525410575237	0.698608653474473	5.85363614051365	10.6505026258231	1.01078302082232e-05	0.000197803324241143
Ankrd49	-0.307583614431196	-0.557586487944545	-0.291967212271755	0.541260388531407	4.16738939888121	10.6471243055408	1.01428328030743e-05	0.000198305024720495
Dag1	0.0329177666841937	-0.0414250585861267	-0.631039577751071	-0.370083571226747	7.7307447704376	10.6411576972191	1.01881597604419e-05	0.000199007467497783
Cbx5	-0.0233829059707696	-0.173555566571955	-0.606090002867549	-0.694949836378267	9.3657849531703	10.6344774600733	1.02465015046081e-05	0.000199810389047585
Sclt1	-0.0448806974084794	-0.249665532074096	0.425226747086749	0.731987229330051	5.04241481748868	10.634498258819	1.02481384011371e-05	0.000199810389047585
Fads3	0.172482325541856	1.0603312939554	0.485787083847596	2.44118291234033	2.75956541144047	10.6466894150274	1.02622963986804e-05	0.000199902358735656
Gpr108	0.109228250925111	-0.0721944267628542	0.179344781938438	0.671653664354521	5.63441662410075	10.6230149369377	1.03485481858265e-05	0.000201242245233345
Naa20	-0.200597825329889	-0.0907834938303934	0.665566099285654	0.535407056837552	6.34565488989323	10.6227884134051	1.03500899716214e-05	0.000201242245233345
Hmgcs1	0.120409842830026	0.860654677379024	0.0481288082326862	0.470728047015802	7.0734389840938	10.6116408786734	1.04489812284139e-05	0.000202978650027922
Klf4	0.822185167196693	1.05365927815152	1.41495664911308	1.59296347336556	5.05065566449259	10.6089187711008	1.04755425652283e-05	0.000203308101078042
Kdm2b	0.0917525970559202	-0.271861539881529	-0.513400566025702	-0.631117474227037	5.88768774935762	10.5916939288882	1.06298962504832e-05	0.000206114856417336
Rcl1	0.135371042734745	-0.0400821835895102	0.72300431099716	1.10917828853334	3.8587258248955	10.5783840549206	1.07610212357223e-05	0.000208466480919656
Glul	-0.082049352431243	-0.261917466125068	-0.976760403686124	-0.59415074517784	8.05793575535497	10.5716102455663	1.08137195387445e-05	0.000209295884381513
Spns1	-0.0356627754250443	-0.316006591619086	-0.300118325327649	0.786812657481361	4.72113798476883	10.5700296771587	1.08314885409724e-05	0.000209448345540227
Dus3l	-0.116371176170881	-0.383546122689595	0.23945312906435	0.721836676469635	5.02097778730006	10.5459898574596	1.10562521415675e-05	0.000213527332275743
Ank	-0.00973957732026454	-0.311839000678345	-0.403116549896851	-0.711030873794961	7.99056461719184	10.5451131441063	1.10625995799797e-05	0.000213527332275743
Ddx56	-0.00731860989976564	0.427766914325981	0.583014094911365	0.737195118812906	5.40539707713655	10.5390947403816	1.11212893937897e-05	0.000214273040559165
Rpl35	-0.154820950982592	-0.21675461319987	-0.0522820899635119	0.592140182375313	6.47638116594182	10.5389824168716	1.11214731073261e-05	0.000214273040559165
Naglu	0.205216212511442	-0.0852851639088387	-0.698857386996003	-0.282485834619589	5.3696200468961	10.5329011892364	1.11809058928803e-05	0.000215222273978042
BC048403	-0.00551977067293418	-0.228928554055212	0.384924565713419	0.84533082469041	4.04613880427658	10.5231668196905	1.12806456709504e-05	0.000216865114343271
Cbfa2t3	0.267286037336035	-0.0625928211690514	-0.691412550141259	-0.710630591077873	4.61406109412125	10.5222147746976	1.12867363750961e-05	0.000216865114343271
Ssr1	-0.123428596961375	-0.0670869035656468	0.14683665868559	0.598383279659232	9.27472862282728	10.5198494947774	1.13055253174494e-05	0.000217029186828354
Acsl5	-0.211504833464053	-0.131374262078199	0.232812328602632	0.59237054255089	7.46850141956595	10.5079597693196	1.14218947254791e-05	0.000219064491772912
Trnt1	-0.107709024853689	0.14817893886998	0.351430045117377	0.763458417782524	5.22317674766635	10.4921766368592	1.15797546773226e-05	0.000221891154332695
Cxxc4	-0.116951761710968	-0.248485321817782	-0.35086563759927	-0.830693034961556	6.99366566668527	10.4704214946671	1.1797525461619e-05	0.000225859678231755
Cebpz	-0.187379189884143	0.118630622334339	0.439979513102799	0.751086771429111	5.87519372207602	10.4522215486528	1.19849428587009e-05	0.000229240451752605
BC024978	-0.0446106946995461	-0.238739167077246	0.46110012393444	0.828121496084441	4.33329578360007	10.4436977273771	1.20780129204129e-05	0.000230812134997133
Yipf2	-0.0906502210564518	-0.13593340057207	0.403455588043555	0.741631385424156	5.86441963375629	10.4378503055955	1.21346179514321e-05	0.000231684761500111
Mlh3	-0.0713454451730098	-0.121425826979416	-0.044374393859975	0.66274876857638	5.6407358126176	10.4337496827336	1.21779140264798e-05	0.000232301938375391
Tmem39a	-0.0537492817364265	0.161105266859815	0.782714500846038	0.957228000267579	5.43967885456762	10.4283985443586	1.22345897329095e-05	0.000233173000004163
Dusp15	-0.415338833829048	-0.576224654993407	-0.23507598624295	-1.43331439026425	6.0022017551287	10.4227760932229	1.22937299656821e-05	0.000234089422925678
Alkbh3	-0.0971247426347471	0.068123658215637	0.217645331527398	0.788707526396256	5.03525355436092	10.4210645549303	1.2313239181472e-05	0.000234250248363422
Klf10	-0.0247456554349867	0.498793849944409	0.828522191470953	0.374627892938786	5.87881226300558	10.4189213536118	1.23347375923448e-05	0.000234448594057728
Eif3g	-0.108193938905782	0.0664346022571307	0.555891119596094	0.728283791455482	5.79791477553621	10.4131630120124	1.23963700818796e-05	0.000235408735527998
Krtcap2	0.0361244260593965	0.0470560360768244	0.395644966301519	1.14655946589236	6.08738736641371	10.4075429386594	1.24566549387907e-05	0.000236341587521464
Paip2b	0.0824739361530692	0.270503286405976	0.71880512756786	0.675961159014775	6.56358346283726	10.4002956748897	1.25345712123469e-05	0.00023760699270388
Plk3	0.136087267725618	0.237754090607619	0.492783208803448	-0.510393485746635	7.26991479334171	10.395407014842	1.25873562336137e-05	0.000238394168953969
Setd7	-0.0924299994312861	-0.398794244421295	-0.852248751633446	-0.361858328884952	7.48708975380463	10.3874350153051	1.26745488615802e-05	0.000239831007681054
Mettl9	-0.00101722203908457	-0.15449236246382	0.151727397297796	0.599945713729736	7.00368000704449	10.3599110537239	1.29805825392053e-05	0.000245381514143716
Pde7b	0.126943133287863	0.0846070758258808	0.46734496002636	-1.76408165074472	3.16939357390389	10.3646515747158	1.29910587208419e-05	0.000245381514143716
Lifr	-0.0679485291750307	-0.165477021258932	-0.680134355058929	-0.87697089324549	7.28801694377788	10.3561792886707	1.30225799371611e-05	0.000245641598084262
Mob1a	0.0237387190005107	0.409721014157696	0.809440857897975	0.914493129222537	4.88784187380249	10.3559349792398	1.30280303508372e-05	0.000245641598084262
Kbtbd7	-0.0124580893590192	-0.00622987778460601	0.468507465051308	0.766261367322675	5.94704598458543	10.3541343790275	1.30464981966721e-05	0.000245770954462932
Pfkm	0.0131149146361834	-0.250648828313578	-0.370349551505022	-0.690083985599803	6.27205330656059	10.3528849047883	1.30603727420061e-05	0.000245813628834877
Snapc4	-0.180788230336995	-0.0661382659804039	0.455545649447305	0.94786872021982	5.11108819189519	10.348935105731	1.31066353359103e-05	0.000246263980912064
Psmc2	-0.166026545568903	-0.149896961830235	0.238996357894861	0.519375704776571	6.74260657677475	10.3487016773087	1.31075614663217e-05	0.000246263980912064
Gng4	0.0277686569729076	0.0237624135152698	0.0734038432142542	-0.597535398678531	7.38876372331686	10.336284489141	1.32492652115871e-05	0.00024870562197708
Them4	0.123612786257303	0.288744930977476	0.809783953669647	1.46081260598556	3.27337497505861	10.3252323683471	1.34082920833357e-05	0.000251467826902171
Clip4	-0.0895893812836267	-0.305784628076439	0.0278134171697314	0.635147291928841	4.97484138060899	10.3080211298281	1.35811261138442e-05	0.0002543449338569
Eno1b	0.0422116380912986	0.0360966032958291	-0.56300473057326	-1.23384542252616	4.79534409225582	10.3077296550395	1.35857240102085e-05	0.0002543449338569
Adk	-0.202418490271474	-0.115212518029935	-0.597244109621241	-0.817520797626926	5.3011962647955	10.2988085452248	1.36896904643826e-05	0.000255947044585302
Kpna4	0.0999863127442346	0.265264106610638	0.64759404384952	0.580258701399157	6.5600675169823	10.2972211712642	1.37070805089748e-05	0.000255947044585302
Rsl1d1	-0.0248005824304124	0.240591517870184	0.563641751753041	0.616213762527199	6.48594687527794	10.2962199183624	1.37191199694002e-05	0.000255947044585302
Ick	0.0601009541170989	0.0422363389568482	0.421712111507285	0.724326300514622	5.08069184453506	10.2963247887568	1.37196512517388e-05	0.000255947044585302
Abca2	0.193243661044908	-0.103067556356471	-0.768744608425789	-0.352724813287578	6.85367841250888	10.2853789818959	1.38488781544074e-05	0.00025813041024773
Zyx	0.062179347723332	0.0265043514523504	0.537453673820026	0.500726324414985	6.7470062545492	10.2842178544168	1.38629263437561e-05	0.000258164997715647
Cluh	-0.00959996170914261	-0.340362895067299	0.0723003429875847	0.454487366410999	6.80001829193152	10.2795980884728	1.39187580184758e-05	0.00025897696158454
Hinfp	-0.141318134044077	0.570590321373036	0.773591787971845	1.01308680194613	4.91025874439223	10.2755610354327	1.39704134914667e-05	0.000259709864151288
Ndor1	-0.313998490576553	-0.122771969578253	0.286778249635009	1.01204700294084	5.23208809023786	10.2704217547241	1.40321634079183e-05	0.000260628971929177
Tigd2	-0.0604743399218369	0.438338980011633	0.52914171458526	1.02454289593062	4.18263999496305	10.2696944536972	1.40471733331066e-05	0.000260679095666257
Htatip2	-0.0523407678411336	0.0635110678537901	0.305787847141433	0.854066750782657	5.53062747466317	10.2672819863653	1.40699769492988e-05	0.000260873635660642
Dpysl3	0.177206723231243	0.00569417370388563	-0.54522580956438	-0.671495142471679	4.75759580309132	10.263557435109	1.41182322574815e-05	0.000261539326176651
Ppib	-0.100332262515121	-0.0722530088579055	-0.372282974316755	0.413591887440628	6.89285412561124	10.2621481224366	1.41318849508729e-05	0.000261563402054006
Birc5	-0.135743646358618	-0.151437693003127	-0.279994126949315	-0.98407127065618	5.69743250685623	10.2559078587334	1.42099066817157e-05	0.000262777785221526
Tma16	0.0924132477495408	0.113876828743151	1.12694321872428	1.55983796341259	2.77994067495429	10.2485827855456	1.43757703004959e-05	0.000265613054400262
Smndc1	-0.00681940723310466	0.188551213870775	0.598355013483317	0.530478827216789	6.20289983017251	10.2363269953036	1.44540881320534e-05	0.000266827255543243
Cxcl12	0.53464793482909	0.472645186762887	1.2564616501796	2.00806313889372	3.86617347274787	10.2295890308804	1.45548432043531e-05	0.000268453179450325
Pwp1	-0.0231115387288181	0.248206948606974	0.423010882229482	0.788864039754862	5.28887837187589	10.222469641484	1.46310036777665e-05	0.000269623039053983
Neurod4	0.4777671807251	0.0147487020625184	-0.000564887939054267	-0.932943395124387	3.71640108473471	10.2206395774857	1.46671005784436e-05	0.000270053206650404
Plod2	-0.0965094280962349	-0.10814565143372	-0.715595358143848	-0.618281234530817	6.77060215129443	10.2046996244417	1.48582507064513e-05	0.000273335013430409
Grina	-0.0849340792477647	-0.390643661071942	-0.120398343573273	0.397435515189262	7.03827716207848	10.2018347991844	1.48953594549527e-05	0.000273779809981916
Phlda1	0.0991694809129434	0.190987871727433	-0.011814948072287	-0.910167661209279	4.3447311576602	10.1813420041284	1.51705778350411e-05	0.000278294443706957
Cyp20a1	-0.163907282370076	0.0250011265745661	-0.0570646991681217	0.91639542594756	3.87533707391109	10.1813961359009	1.51765843024821e-05	0.000278294443706957
Ino80	0.0726969823940056	0.163156037554817	0.789257623357024	0.867627217490677	6.3245768299231	10.1801960486451	1.51804138321307e-05	0.000278294443706957
1810008I18Rik	-0.147316326245193	0.00952829687801645	1.04712390228448	1.21830950395188	2.51935244278035	10.1786534630137	1.53441488611041e-05	0.000281052775073544
Ntrk3	-0.0195932689027541	0.246951836350061	-0.359856942564956	-1.08535260277323	4.28569989295912	10.166056292073	1.53763789612695e-05	0.000281399695873744
Nrxn2	0.0368978170825621	-0.155172624654084	-0.486666590182781	-0.718116869469922	6.69990608591969	10.1555171467692	1.55115219115446e-05	0.000283627776299693
Itm2b	-0.0110886919853249	-0.0693353145124255	-0.547908622827314	-0.685270492671063	7.81497711940895	10.148203142742	1.56107898541137e-05	0.000285196604289045
Man2b1	0.134493789305549	0.0730121998149953	-0.638568752625868	-0.380440809516711	6.48663981956511	10.1469200021743	1.56289227608537e-05	0.000285281733222686
Cdkn2d	0.0159921813846531	0.259575235764124	0.178882482132176	-0.763609892755939	5.58562428327274	10.1431676812037	1.56812148221299e-05	0.000285989700812901
Sirt1	0.0838899096394571	0.423893919630409	0.676038017126231	0.773861754955259	5.836716966416	10.1394427798483	1.57322103933192e-05	0.000286672825187729
Wls	-0.0801696007537731	-0.196584473646148	-0.0709963202670527	0.444588207226668	8.2689040974485	10.1370901023048	1.57635157566169e-05	0.00028699628773053
Aftph	-0.12583647900117	-0.0202009625034936	0.460782687420026	0.440609701192459	7.14276673297935	10.1353747326449	1.57874299270787e-05	0.00028718474336423
Zbtb18	-0.0508045041800729	-0.259077245701868	0.0697199039111704	0.502301039129923	6.89661593065518	10.1292816938102	1.58721136840194e-05	0.000288477369223542
Peak1	0.0853872841481608	-0.176534266108951	-0.253822552772047	-0.801618387790284	5.34468454690039	10.1262354771029	1.59162078453621e-05	0.000289030690323926
Dusp10	0.166800800865616	-0.0744482177065863	-0.321236824125796	-0.697764295606472	6.34814021884998	10.1158636864161	1.60603991107428e-05	0.000291253826713277
Ptpn21	0.0642726598280671	0.0656713700905244	0.414227748045975	0.887158064786765	5.90375818951639	10.1154892500638	1.60661410031693e-05	0.000291253826713277
Snx10	0.157296028444147	-0.137336733680423	-0.0487540246165314	0.695427799879406	5.48227923736755	10.108249647804	1.61691752728287e-05	0.000292773755594032
Fdft1	-0.0459830427470865	0.492469197585902	0.585808062372484	0.675137073219101	5.97537881685328	10.1076063552992	1.61776373875988e-05	0.000292773755594032
Zfp330	-0.237744466630207	0.398440322763857	0.666544757401682	0.897438420157856	4.86268763352272	10.1041036651977	1.6229895136685e-05	0.000293468658944636
Aplp1	0.0646597574105109	-0.142161714995098	-0.448500747578171	-0.704855559000837	8.48081245068222	10.1027795954634	1.62452188325237e-05	0.000293495105426499
Trmt10a	-0.153821816283478	0.00649104035749726	0.109865468925033	0.939201050546658	3.42288998204391	10.1003304470272	1.63068273849492e-05	0.00029435700174673
Slc22a23	-0.0179636896050021	-0.0499659416958734	0.484590381706135	0.641494562118311	6.47950570519816	10.0875022943386	1.64653139475623e-05	0.00029696469976634
Rtkn2	0.112692907177381	0.177784696581938	-0.135823908669281	-1.00491802586067	5.23279943921345	10.0843222961412	1.65130374676927e-05	0.000297571961992276
Pno1	0.0329475198815976	0.00772424762871074	0.427937615578531	0.81390882566419	5.45491461389321	10.0829715332681	1.65321467924598e-05	0.000297662989951993
Slc40a1	-0.139867685301899	-0.582471695058218	-0.912614732340856	-0.821039016090449	5.17965286218857	10.0802981390633	1.65722917128084e-05	0.000298132289487684
Mettl16	-0.00622906972941428	0.287021446162402	0.852194997118958	0.648468577938279	5.07200284529385	10.0759503694921	1.66353483302765e-05	0.000299012619308383
Pcdhgc4	0.0955155728996244	0.107083720767502	-0.778727042145904	-0.693916123629225	5.05007415781297	10.0664560303261	1.6775453406967e-05	0.000301051007566784
Rassf1	0.577979624521773	0.49625383322381	1.4943728303858	1.01824251262601	3.82625911071475	10.0663735278746	1.67882800095515e-05	0.000301051007566784
Stxbp5l	-0.0476410749185885	-0.0880750730402046	-0.049229294576182	-0.704036766835987	7.09766561658944	10.065167432675	1.67914064388576e-05	0.000301051007566784
Smad9	0.108468878990133	0.081730372272773	0.94417136488535	-0.0598462352049625	5.47917403995631	10.0528368493495	1.69760497970281e-05	0.000304103958039149
Atp11a	-0.103356698429628	-0.22721546447498	-0.130164163965332	0.574167095836952	6.84027617865098	10.0494724144334	1.70251154528174e-05	0.000304725101097174
Aup1	-0.052155834126327	-0.0935798875014629	0.324840764331871	0.762991816873219	6.07296095723215	10.0450146867111	1.70927549685457e-05	0.000305677359547287
Wdr36	-0.0729343083422668	0.0724945203624275	0.464029803345904	0.639358152086272	6.21849870165029	10.0341790590689	1.72565304668622e-05	0.000308345802620541
Nmt2	-0.0571104040548757	0.0803397277377092	0.136908487266118	-0.669260729782199	8.75202673111615	10.0308264665555	1.73066047180928e-05	0.000308820340261383
Cilp	0.0364608987628533	-0.144659006692804	-1.0320523273646	-2.03129470811695	4.87458406275708	10.030938926685	1.73122576693238e-05	0.000308820340261383
Rps8	-0.0426546427462397	0.000994941370121142	-0.128783369279965	0.617983225967159	7.37822519919062	10.029122744521	1.73327401918051e-05	0.000308915267560982
Ints4	0.00858246181253388	-0.365041859892558	0.227278102272172	0.49948199830835	5.65621231273921	10.0282951424709	1.73467579640128e-05	0.000308915267560982
Parva	-0.0159745853187709	-0.153810846640642	-0.553674265086244	-0.638871860944108	7.69229926500153	10.0204262750888	1.7466053296008e-05	0.000310778329823256
Mtss1	0.0291756248189048	0.0719875811012039	0.194998110974184	-0.449782348896499	7.37660552964686	10.0191807704092	1.74852652878641e-05	0.000310858948115226
Impdh1	-0.00916290392145688	-0.00977192920086071	0.192260058426404	0.530425500810504	6.27115297865303	10.0101058571871	1.76265901953127e-05	0.000313108574492911
Nol10	-0.182699081767382	-0.350446050170111	0.366649540981259	0.764779944656607	4.4989670235943	9.99297364918629	1.78999857667698e-05	0.000317698490046591
