module	Compound	kME_module
pink	Pofut1	0.65
pink	Grb14	0.65
pink	Gpaa1	0.65
pink	Vamp8	0.65
pink	Slc2a1	0.65
pink	Ang	0.64
pink	Adgrg1	0.64
pink	Sigmar1	0.64
pink	Tmem205	0.64
pink	Lyrm9	0.64
pink	Mtfr1l	0.64
pink	Abhd4	0.64
pink	Arsa	0.64
pink	Faxc	0.64
pink	Plbd2	0.63
pink	Apoa1bp	0.63
pink	Rps19	0.63
pink	Plod1	0.63
pink	Lrrc8b	0.63
pink	Rpl28	0.63
pink	Pomt2	0.63
pink	Spg21	0.63
pink	Tcf24	0.63
pink	Slc36a1	0.63
pink	Uba52	0.63
pink	Stk39	0.63
pink	Ndufs3	0.62
pink	Fam120c	0.62
pink	Cd24a	0.62
pink	Slitrk5	0.62
pink	Vwa8	0.62
pink	Nsun3	0.62
pink	Psenen	0.62
pink	Ttc13	0.62
pink	Sdf4	0.62
pink	Poglut1	0.62
pink	Zdhhc12	0.61
pink	Cnnm4	0.61
pink	Rbm3	0.61
pink	Ext2	0.61
pink	Prdx6	0.61
pink	Ctsl	0.61
pink	Slc48a1	0.61
pink	Arl8a	0.61
pink	Tmem127	0.61
pink	Eef2	0.61
pink	Cmas	0.61
pink	Bckdk	0.60
pink	Aph1a	0.60
pink	Usb1	0.60
pink	Rpl38	0.60
pink	Ifi30	0.60
pink	Clic1	0.60
pink	Uckl1os	0.60
pink	Uqcr10	0.60
pink	Eef1a2	0.60
pink	Mroh1	0.60
pink	Ctbp1	0.60
pink	B3glct	0.60
pink	Slc7a4	0.60
pink	Arsk	0.59
pink	Trappc4	0.59
pink	Eif3k	0.59
pink	Hsd17b11	0.59
pink	C1galt1c1	0.59
pink	Ndufb9	0.58
pink	Psmb1	0.58
pink	1700019D03Rik	0.58
pink	Mtmr9	0.58
pink	Rhoa	0.58
pink	Ndufa2	0.58
pink	Atox1	0.58
pink	C330006A16Rik	0.57
pink	Gps1	0.57
pink	Zfp580	0.57
pink	Cyc1	0.57
pink	Psmb7	0.57
pink	2510039O18Rik	0.57
pink	Gtf3a	0.57
pink	Dusp18	0.57
pink	Fau	0.56
pink	Galc	0.56
pink	Taf9b	0.56
pink	Ctnnd2	0.56
pink	Cnih1	0.56
pink	Jmjd8	0.56
pink	Tmem101	0.56
pink	Ctbs	0.56
pink	Slc41a2	0.55
pink	Sct	0.55
pink	Ikbip	0.55
pink	Qpct	0.55
pink	Sf3b6	0.55
pink	Pnpla2	0.55
pink	Zfp429	0.55
pink	Dpy19l1	0.55
pink	Kpna6	0.55
pink	Rpl41	0.55
pink	Tnfrsf23	0.55
pink	Smim7	0.55
pink	Lamtor1	0.55
pink	Banf1	0.54
pink	Ndufa9	0.54
pink	Btd	0.54
pink	Phb	0.53
pink	Smim15	0.53
pink	Vps25	0.53
pink	Mrpl16	0.53
pink	2810025M15Rik	0.53
pink	Drap1	0.53
pink	Nicn1	0.53
pink	Mpnd	0.53
pink	Icmt	0.52
pink	Slc41a1	0.52
pink	Rplp2	0.52
pink	Ppp1ca	0.52
pink	Ldlrad3	0.52
pink	Rasd2	0.52
pink	Mfsd5	0.52
pink	Gpc1	0.51
pink	Pgap2	0.51
pink	Hmgcll1	0.51
pink	Prkaa2	0.51
pink	2610001J05Rik	0.51
pink	Chpf	0.51
pink	Gstm4	0.51
pink	Slc4a2	0.51
pink	Sdhaf1	0.51
pink	Ddx25	0.51
pink	Hlcs	0.50
pink	Mthfs	0.50
pink	C330018D20Rik	0.50
pink	Apcdd1	0.50
pink	Arpin	0.50
pink	Slc37a3	0.50
pink	Rassf4	0.50
pink	Atp6v1f	0.50
pink	Hsd17b10	0.49
pink	Uckl1	0.49
pink	Vps29	0.49
pink	Bola3	0.49
pink	Glrx5	0.49
pink	Degs1	0.48
pink	Arl10	0.48
pink	Cops6	0.48
pink	Ehd3	0.48
pink	Ostf1	0.48
pink	Mrps24	0.48
pink	Hes6	0.47
pink	Zfp174	0.47
pink	Serpinb9	0.47
pink	Srd5a3	0.47
pink	Mrpl11	0.47
pink	Dhps	0.47
pink	Ndufa7	0.47
pink	Tmem130	0.46
pink	BC031181	0.45
pink	Tpgs1	0.45
pink	Chrac1	0.45
pink	Chchd6	0.45
pink	Stom	0.45
pink	Iqsec2	0.45
pink	Mpv17l2	0.44
pink	Zfp526	0.44
pink	B4galt7	0.43
pink	Otub1	0.43
pink	H2-K1	0.43
pink	Nnt	0.42
pink	Efcab10	0.42
pink	Rps21	0.42
pink	Plin2	0.42
pink	Ctdsp1	0.41
pink	Lamtor2	0.41
pink	Defb41	0.41
pink	0610010F05Rik	0.40
pink	4931406C07Rik	0.40
pink	Serpina3n	0.40
pink	St6galnac4	0.40
pink	H2-D1	0.39
pink	Tmem55a	0.38
pink	Bag1	0.38
pink	Cox6a1	0.36
pink	Irgm2	0.36
pink	Syt1	0.33
pink	Gmpr2	0.33
pink	Ndfip1	0.33
pink	Arl6ip5	0.32
pink	Smpdl3a	0.32
pink	Ndufa8	0.30
pink	Ccs	0.28
pink	Qsox1	0.28
pink	Thap11	0.25
pink	1810043H04Rik	0.25
pink	Dsel	0.25
pink	Gm4925	0.24
pink	Cxx1b	0.21
purple	Apex2	0.92
purple	Snord96a	0.92
purple	Gm38670	0.90
purple	Aasdhppt	0.89
purple	1700012D14Rik	0.89
purple	Mir8116	0.89
purple	Fam72a	0.89
purple	Snord49b	0.89
purple	A930024E05Rik	0.88
purple	Abhd13	0.88
purple	Fbxl12os	0.88
purple	Fam92a	0.87
purple	Mir425	0.87
purple	Immp2l	0.87
purple	Blvrb	0.87
purple	4732416N19Rik	0.87
purple	Snord12	0.87
purple	Vcpkmt	0.87
purple	Serp2	0.86
purple	Rnmt	0.86
purple	Mir375	0.86
purple	Tenm1	0.86
purple	Rnu73b	0.86
purple	Nudt21	0.86
purple	Pcgf1	0.86
purple	Snord19	0.85
purple	Calb1	0.85
purple	Mir16-1	0.85
purple	Ube2k	0.84
purple	Pou4f1	0.84
purple	Ndufs6	0.83
purple	Zscan12	0.82
purple	Snord87	0.82
purple	Txlng	0.81
purple	Myg1	0.81
purple	Ribc1	0.81
purple	BC055324	0.81
purple	Ovgp1	0.81
purple	2810403D21Rik	0.80
purple	1700067K01Rik	0.80
purple	Ggct	0.80
purple	Med8	0.80
purple	Spice1	0.80
purple	Gemin8	0.80
purple	Zfp830	0.79
purple	Atxn3	0.79
purple	Ppp3cc	0.79
purple	Lrrc40	0.79
purple	Ints2	0.78
purple	Fbxo45	0.78
purple	Cox11	0.78
purple	Rpe	0.78
purple	Bbs12	0.78
purple	Zfp746	0.77
purple	Cdc26	0.77
purple	Snord52	0.77
purple	Tada2a	0.77
purple	Apod	0.76
purple	Snord73a	0.76
purple	Mirlet7e	0.76
purple	Dpy30	0.76
purple	Gm5464	0.75
purple	Gm2011	0.75
purple	Chkb	0.75
purple	Ankrd54	0.75
purple	Gm7173	0.75
purple	E130102H24Rik	0.75
purple	Psmd5	0.74
purple	2610301B20Rik	0.74
purple	Thap6	0.74
purple	Mcat	0.74
purple	Eed	0.74
purple	Toe1	0.74
purple	Zfp53	0.74
purple	Gatc	0.74
purple	Olfr152	0.74
purple	Olfr1054	0.74
purple	Chst7	0.74
purple	4930578M01Rik	0.73
purple	Ifngr1	0.73
purple	Zfp708	0.73
purple	Manea	0.73
purple	AA467197	0.73
purple	Usp10	0.72
purple	BC051142	0.72
purple	Magohb	0.72
purple	Btbd10	0.72
purple	2700097O09Rik	0.72
purple	Gm14295	0.72
purple	Zfp398	0.71
purple	Ppif	0.71
purple	Mapk1ip1	0.71
purple	Tstd1	0.71
purple	Nup37	0.71
purple	Tti2	0.71
purple	Rab28	0.70
purple	2310010G23Rik	0.70
purple	Pcgf5	0.70
purple	1190007I07Rik	0.70
purple	Lancl1	0.70
purple	Lin52	0.70
purple	Snord11	0.70
purple	Ldhal6b	0.70
purple	Ttll4	0.70
purple	Psmd3	0.69
purple	Adam4	0.69
purple	Mir7052	0.69
purple	Depdc7	0.69
purple	Mir1191b	0.69
purple	Ndufa10	0.69
purple	3110082I17Rik	0.69
purple	Snx24	0.69
purple	Txndc12	0.68
purple	Scarna13	0.68
purple	Mrpl40	0.68
purple	Pex5	0.68
purple	Snhg20	0.68
purple	Larp7	0.67
purple	Fam216a	0.67
purple	Ccdc71	0.67
purple	Mir453	0.67
purple	Gm12359	0.67
purple	Mir670	0.66
purple	Mir129-1	0.66
purple	Clec2f	0.66
purple	Mir5620	0.66
purple	Nlrp4c	0.66
purple	5830454E08Rik	0.65
purple	Fn3krp	0.65
purple	Penk	0.65
purple	Zfp37	0.65
purple	Gm5176	0.65
purple	Ftsj1	0.65
purple	Mir7036	0.65
purple	Dnpep	0.64
purple	Mir5119	0.64
purple	Serf1	0.64
purple	Cript	0.64
purple	Ccdc122	0.64
purple	Rad51d	0.64
purple	Skap2	0.64
purple	Snord98	0.63
purple	Snord111	0.63
purple	Pcmt1	0.63
purple	Snord85	0.63
purple	Ndnl2	0.63
purple	Usp18	0.62
purple	Pcdhga7	0.62
purple	Fra10ac1	0.62
purple	Trim12a	0.62
purple	Snora44	0.62
purple	Snord67	0.62
purple	DQ267102	0.62
purple	Commd8	0.61
purple	Rnf8-cmtr1	0.61
purple	Slc25a2	0.61
purple	Mir691	0.60
purple	4930405O22Rik	0.60
purple	Zbtb25	0.59
purple	Abcb4	0.59
purple	Mir301	0.59
purple	Iqcf5	0.58
purple	Mtap7d3	0.57
purple	Rpl23a	0.57
purple	Cdk20	0.56
purple	Zfp275	0.56
purple	Snora15	0.56
purple	Mirlet7a-1	0.56
purple	Cuta	0.55
purple	Sdc4	0.54
purple	Snord100	0.54
purple	Mir485	0.53
purple	Mrln	0.53
purple	Ptchd1	0.53
purple	Mir29a	0.52
purple	Mir16-2	0.52
purple	Mir374b	0.50
purple	Mir134	0.47
purple	Gm4737	0.46
purple	1700037H04Rik	0.33
purple	B4galt6	0.27
red	Gpr155	0.94
red	Prc1	0.94
red	Ccna2	0.93
red	Mpp3	0.93
red	Cnot6l	0.93
red	Synpo2	0.93
red	Rhobtb1	0.93
red	Dscam	0.93
red	Ahcyl1	0.93
red	Tk1	0.92
red	Cdca3	0.92
red	Anln	0.92
red	Ncapd2	0.92
red	Rapgef4	0.92
red	Cerk	0.92
red	Gad2	0.92
red	Nusap1	0.92
red	Cdk1	0.92
red	Prr11	0.92
red	Epb4.1	0.92
red	Iqgap2	0.92
red	Ncaph	0.92
red	Arhgap24	0.91
red	Gria3	0.91
red	Ppp1r1a	0.91
red	Trak1	0.91
red	Car10	0.91
red	Elovl5	0.91
red	Rgs3	0.91
red	Top2a	0.91
red	Dgkb	0.91
red	Cbs	0.91
red	Bcl6b	0.91
red	Tspan5	0.91
red	Mtcl1	0.91
red	Mllt3	0.91
red	Cadps	0.90
red	Nlgn1	0.90
red	Zfp462	0.90
red	Unc5c	0.90
red	Acvr1c	0.90
red	Gnao1	0.90
red	Epb4.1l3	0.90
red	Galnt18	0.89
red	Add3	0.89
red	Kctd8	0.89
red	Cdk19	0.89
red	Stxbp5l	0.89
red	Melk	0.89
red	Myt1l	0.89
red	Dennd4c	0.89
red	Atp4a	0.89
red	Klhl32	0.89
red	Map2	0.89
red	Bub1b	0.89
red	P2ry1	0.89
red	Ift80	0.89
red	Vipr1	0.89
red	Tbc1d1	0.88
red	Cmip	0.88
red	Atxn1	0.88
red	Scnn1b	0.88
red	Pcdh15	0.88
red	Marchf4	0.88
red	Kcnab2	0.88
red	Rtkn2	0.88
red	Dbn1	0.88
red	Arhgef9	0.88
red	Pkp4	0.88
red	Rnf150	0.88
red	Th	0.88
red	Chd3	0.88
red	Depdc1b	0.88
red	Pcx	0.88
red	Sv2b	0.88
red	Bard1	0.88
red	Stat5b	0.88
red	Slc4a7	0.87
red	Nmt2	0.87
red	Fam151a	0.87
red	Arhgap19	0.87
red	Knstrn	0.87
red	Stk35	0.87
red	Mpp2	0.87
red	Camta1	0.87
red	Ckap2l	0.87
red	Map1a	0.87
red	Sez6	0.87
red	Ehmt2	0.87
red	Pde4b	0.87
red	Mapre2	0.87
red	Mafa	0.87
red	B3gat1	0.87
red	Ddx31	0.87
red	Scgn	0.87
red	Chn1	0.87
red	Luzp1	0.87
red	Vsnl1	0.87
red	Scml4	0.86
red	Peak1	0.86
red	Nlgn2	0.86
red	Irs1	0.86
red	Myo10	0.86
red	Plcb4	0.86
red	Zbtb7a	0.86
red	Akt2	0.86
red	Plch1	0.86
red	Mbp	0.86
red	Ccnb2	0.86
red	Erich3	0.86
red	Adtrp	0.86
red	Dach1	0.86
red	Ccrn4l	0.86
red	2810417H13Rik	0.85
red	Camk4	0.85
red	Sobp	0.85
red	Rasa3	0.85
red	Cdh6	0.85
red	Birc5	0.85
red	Kif14	0.85
red	Asap1	0.85
red	1700025G04Rik	0.85
red	Incenp	0.85
red	E2f2	0.85
red	Lmo7	0.85
red	B3galt2	0.85
red	Dlg4	0.85
red	Fgf12	0.85
red	Pknox2	0.85
red	Ccnb1	0.85
red	Akr1c19	0.85
red	Kif4	0.85
red	Ank3	0.85
red	Cdc25b	0.84
red	Pbk	0.84
red	Pdcd4	0.84
red	Ptprr	0.84
red	Pde3b	0.84
red	Cyth1	0.84
red	Glcci1	0.84
red	Fgfr2	0.84
red	Synpr	0.84
red	Usp29	0.84
red	Hist1h1b	0.84
red	Tbl1xr1	0.84
red	Chd7	0.84
red	Mis18bp1	0.84
red	Papss2	0.84
red	Coch	0.84
red	Neurod1	0.84
red	Rbm20	0.84
red	Grk5	0.84
red	Adarb2	0.84
red	Kif11	0.83
red	Kif22	0.83
red	Dapk1	0.83
red	Ttk	0.83
red	Net1	0.83
red	Plk5	0.83
red	Slco3a1	0.83
red	Prkar1b	0.83
red	Kif23	0.83
red	Hnf4a	0.83
red	Nav2	0.83
red	Tigar	0.83
red	Agbl4	0.83
red	Trerf1	0.83
red	Hs3st2	0.83
red	Cyp39a1	0.83
red	Kif24	0.83
red	Pbx3	0.83
red	Ntrk3	0.83
red	Nnat	0.82
red	Dpy19l3	0.82
red	Frmd4a	0.82
red	Myo1b	0.82
red	Dusp10	0.82
red	Ppp2r2b	0.82
red	Casz1	0.82
red	Agap2	0.82
red	Amph	0.82
red	Micalcl	0.82
red	Pcp4	0.82
red	Arrb2	0.82
red	Meox2	0.82
red	Glb1l2	0.82
red	Hdac6	0.82
red	Cntnap5b	0.82
red	Pcsk2os1	0.82
red	Ank	0.82
red	Rian	0.82
red	Znfx1	0.82
red	H2afy2	0.82
red	Lyve1	0.82
red	Ncald	0.82
red	Mastl	0.82
red	Sema6d	0.81
red	2610316D01Rik	0.81
red	G2e3	0.81
red	Daam1	0.81
red	Prkce	0.81
red	Cux2	0.81
red	Mink1	0.81
red	Prlr	0.81
red	Auts2	0.81
red	Mtss1	0.81
red	Nt5c3	0.81
red	Gtf3c1	0.81
red	Vrk1	0.81
red	Grid2ip	0.81
red	Desi1	0.81
red	Nuf2	0.81
red	Prox1	0.81
red	Pik3cg	0.81
red	Dlgap2	0.81
red	Pde7b	0.81
red	Ptbp3	0.81
red	Phf20	0.81
red	Mpzl1	0.81
red	Cntnap1	0.81
red	Gnai3	0.81
red	Car8	0.81
red	Tnik	0.81
red	Srcin1	0.80
red	Ptprd	0.80
red	Pde1b	0.80
red	Lmnb1	0.80
red	Ercc6l	0.80
red	Mdm1	0.80
red	Ttyh2	0.80
red	Iqgap3	0.80
red	Dnm1	0.80
red	Ebf3	0.80
red	H2afv	0.80
red	Lrrc10b	0.80
red	Ksr2	0.80
red	Hs3st1	0.80
red	Arhgap26	0.80
red	Pcsk1	0.80
red	Kif18b	0.80
red	Fgd4	0.80
red	Rhbdl2	0.80
red	Creb1	0.80
red	Prr14l	0.79
red	Utrn	0.79
red	Rad21	0.79
red	Trappc9	0.79
red	Rprd1a	0.79
red	Gsap	0.79
red	Shcbp1	0.79
red	Espl1	0.79
red	Pim2	0.79
red	Nuak1	0.79
red	Rbfox2	0.79
red	Esco2	0.79
red	Tacc3	0.78
red	Cdkl1	0.78
red	Gse1	0.78
red	Foxa2	0.78
red	Nptx2	0.78
red	Mad2l1	0.78
red	Cdkn2d	0.78
red	Hmmr	0.78
red	Troap	0.78
red	Plk1	0.78
red	Meis2	0.78
red	Ptchd2	0.78
red	Cdca2	0.78
red	Lrrc56	0.78
red	Enah	0.78
red	Pde1c	0.78
red	Bub1	0.78
red	Dpysl5	0.78
red	Gas2l3	0.78
red	Chrna5	0.78
red	Napepld	0.78
red	Aurka	0.78
red	Pag1	0.78
red	3930402G23Rik	0.78
red	Fam84a	0.77
red	Ust	0.77
red	E2f8	0.77
red	St3gal1	0.77
red	Eri2	0.77
red	Mki67	0.77
red	Bcr	0.77
red	Ect2	0.77
red	Sytl5	0.77
red	Neil3	0.77
red	Ube2t	0.77
red	Fancd2	0.77
red	Chic1	0.77
red	Fam63b	0.77
red	Dnm3	0.77
red	Ap1s2	0.77
red	Nacad	0.77
red	Rap1gap	0.77
red	Unc13c	0.77
red	Specc1	0.77
red	Plcxd3	0.76
red	Dyrk2	0.76
red	Ptpn3	0.76
red	Zfand4	0.76
red	Cenpe	0.76
red	BC030870	0.76
red	Foxm1	0.76
red	Setd3	0.76
red	Cacna1c	0.76
red	Sgol2a	0.76
red	Stard4	0.76
red	Slc25a10	0.76
red	Txndc16	0.76
red	Pdyn	0.76
red	Rrm1	0.76
red	Rpa1	0.76
red	Sntg1	0.76
red	Cdk15	0.76
red	Aurkb	0.76
red	Kif18a	0.76
red	Kcnip3	0.76
red	Rabgap1l	0.76
red	Fh1	0.76
red	Asf1b	0.76
red	Srebf1	0.76
red	Psrc1	0.75
red	Npepps	0.75
red	Gnaq	0.75
red	Nol4	0.75
red	Parpbp	0.75
red	2200002J24Rik	0.75
red	H2afx	0.75
red	Tpst2	0.75
red	Zfp811	0.75
red	Meox1	0.75
red	Tbc1d30	0.75
red	Hr	0.75
red	Gtdc1	0.75
red	Tgfb2	0.75
red	Ctc1	0.75
red	9330182L06Rik	0.75
red	Crhr1	0.75
red	Sec14l1	0.74
red	Cep55	0.74
red	Dusp15	0.74
red	Ptprk	0.74
red	Pgap1	0.74
red	Ptpn13	0.74
red	Phldb2	0.74
red	Map3k19	0.74
red	Slc25a40	0.74
red	Atp8a1	0.74
red	Chrm3	0.74
red	Ldlrad4	0.74
red	Wasf1	0.74
red	Ralgps2	0.74
red	Nova2	0.74
red	Ssbp2	0.74
red	Pcdhgc5	0.74
red	Cenpf	0.74
red	Robo1	0.74
red	Kdm4b	0.74
red	Cirbp	0.74
red	Abca3	0.74
red	Adgrl3	0.74
red	Svopl	0.74
red	Depdc1a	0.74
red	Mamld1	0.73
red	St3gal4	0.73
red	Ripply3	0.73
red	Ppm1b	0.73
red	Mapk10	0.73
red	Smarcal1	0.73
red	Snx31	0.73
red	Rgs12	0.73
red	Amdhd1	0.73
red	Dlk1	0.73
red	Ccne1	0.73
red	Prickle2	0.73
red	Il18rap	0.73
red	2310022B05Rik	0.73
red	Abcd3	0.73
red	Neurod4	0.73
red	Dmbx1	0.73
red	Sim1	0.73
red	Git2	0.73
red	Syndig1l	0.72
red	Wrn	0.72
red	Polh	0.72
red	B230219D22Rik	0.72
red	4930550C14Rik	0.72
red	Ces1d	0.72
red	Cgn	0.72
red	Cdkn3	0.72
red	Fbxl17	0.72
red	Fam222a	0.72
red	Ccdc92	0.72
red	Nhlh2	0.72
red	Prokr2	0.72
red	Pacsin1	0.72
red	Fbp1	0.72
red	Kifc1	0.72
red	Clvs1	0.72
red	Mirg	0.72
red	Ptpru	0.72
red	Racgap1	0.72
red	Cenpi	0.72
red	Xpo1	0.72
red	Klf13	0.71
red	Tmod1	0.71
red	Rnft2	0.71
red	Vps26b	0.71
red	Pbx4	0.71
red	Ivd	0.71
red	Pcolce	0.71
red	Grin3a	0.71
red	Pfkfb2	0.71
red	Chst8	0.71
red	Pnrc1	0.71
red	Map3k15	0.71
red	Srpk2	0.71
red	Syn2	0.71
red	Hist1h2bm	0.71
red	Gtpbp1	0.71
red	Arhgef39	0.71
red	Phactr1	0.70
red	Ttc39b	0.70
red	Tacr3	0.70
red	Abl1	0.70
red	Lacc1	0.70
red	Cntn3	0.70
red	Cdca8	0.70
red	Plekha6	0.70
red	Rptoros	0.70
red	Nek2	0.70
red	St6gal2	0.70
red	Mapre1	0.70
red	Ecel1	0.70
red	Phf19	0.70
red	Rcan2	0.70
red	Map3k1	0.70
red	Aspm	0.70
red	Gsg2	0.70
red	Tmem44	0.70
red	Oprm1	0.70
red	Ube2s	0.70
red	Figf	0.69
red	Nrgn	0.69
red	Ckap2	0.69
red	Mrps33	0.69
red	Pbx1	0.69
red	Nr3c1	0.69
red	4931428F04Rik	0.69
red	Foxp1	0.69
red	Ppm1m	0.69
red	Psmb9	0.69
red	Hist1h3g	0.69
red	D15Ertd621e	0.69
red	Slc14a2	0.69
red	Raly	0.69
red	Trim2	0.69
red	Nr3c2	0.69
red	Rph3a	0.68
red	Uck2	0.68
red	Ddit4l	0.68
red	Tnfrsf9	0.68
red	Fanci	0.68
red	Tmem170b	0.68
red	Shoc2	0.68
red	Ska3	0.68
red	Syt14	0.68
red	Reep2	0.68
red	Gcnt2	0.68
red	Med14	0.68
red	Pou6f1	0.68
red	E2f1	0.68
red	Elavl3	0.68
red	Rufy3	0.68
red	Spc24	0.68
red	Nes	0.67
red	Nap1l2	0.67
red	Txnrd2	0.67
red	Bag4	0.67
red	Dapl1	0.67
red	Irf2bpl	0.67
red	Foxc1	0.67
red	Atp7a	0.67
red	Uaca	0.67
red	Etfa	0.67
red	Esr1	0.67
red	Fbxo44	0.67
red	Kcnd1	0.67
red	Ppp1cc	0.67
red	Cacna1h	0.67
red	Lrfn4	0.67
red	Kcnab3	0.67
red	0610040J01Rik	0.67
red	4930557F10Rik	0.66
red	Cxcl16	0.66
red	Cenpl	0.66
red	Bcl2l11	0.66
red	Spin1	0.66
red	Camk2d	0.66
red	Grid1	0.66
red	Papd7	0.66
red	Mllt6	0.66
red	Kdm2a	0.66
red	Gpsm2	0.66
red	Lipc	0.66
red	Ccdc18	0.66
red	Mum1	0.66
red	Plekhg3	0.66
red	Zfp395	0.66
red	Bdh1	0.66
red	Trf	0.66
red	1810011O10Rik	0.65
red	B830017H08Rik	0.65
red	Rgag4	0.65
red	Adcy5	0.65
red	Adgb	0.65
red	Ankrd35	0.65
red	Jag2	0.65
red	Atxn7l3	0.65
red	Tmem35	0.65
red	Zfp280b	0.65
red	AF357359	0.65
red	Lancl3	0.65
red	1700018A04Rik	0.65
red	Oscp1	0.65
red	Slc24a2	0.65
red	Scmh1	0.65
red	Sgsm1	0.65
red	Igfbp7	0.65
red	Exoc4	0.64
red	Map3k5	0.64
red	Pxk	0.64
red	Dhrs4	0.64
red	Ptpn1	0.64
red	Esyt1	0.64
red	Mmd2	0.64
red	Tnk2	0.64
red	Zfp148	0.64
red	Rhobtb2	0.64
red	D430020J02Rik	0.64
red	Exph5	0.64
red	Apba2	0.64
red	Noxo1	0.64
red	Fyttd1	0.64
red	Flrt2	0.64
red	Opn5	0.64
red	Map2k6	0.64
red	Aak1	0.64
red	Zbtb20	0.63
red	Acaca	0.63
red	2700049A03Rik	0.63
red	Fam219a	0.63
red	Rprd1b	0.63
red	Htra4	0.63
red	Phyhipl	0.63
red	Dio2	0.63
red	4930426D05Rik	0.63
red	Cpm	0.63
red	Tmem65	0.63
red	2900026A02Rik	0.63
red	Arid1b	0.63
red	Zfp91	0.63
red	Stat5a	0.63
red	Unc80	0.63
red	Rap1gap2	0.63
red	Gsdmd	0.63
red	Anp32e	0.63
red	Hnrnpul1	0.62
red	Gprasp1	0.62
red	Rangap1	0.62
red	Rabgef1	0.62
red	Ston2	0.62
red	Prkar1a	0.62
red	Kif20b	0.62
red	Zfp608	0.62
red	Fnbp1	0.62
red	Pls1	0.62
red	Dck	0.62
red	A1cf	0.62
red	Clstn2	0.61
red	Rnf34	0.61
red	Ipmk	0.61
red	Bub3	0.61
red	Dnase2a	0.61
red	Slc35f1	0.61
red	Tube1	0.61
red	Prepl	0.61
red	Foxo6	0.61
red	Mxd3	0.61
red	Whrn	0.61
red	Frmpd4	0.60
red	4930555B11Rik	0.60
red	Irf7	0.60
red	Amigo1	0.60
red	Arl4c	0.60
red	Nyap2	0.60
red	Fam189a1	0.60
red	Tnfaip8l1	0.60
red	Zfp41	0.60
red	Wee1	0.60
red	Fkbp1b	0.60
red	Bcl2l1	0.60
red	Eepd1	0.60
red	Septin9	0.60
red	Wdr19	0.60
red	Cds1	0.59
red	Epb4.1l2	0.59
red	E130308A19Rik	0.59
red	Susd5	0.59
red	Nkain1	0.59
red	Nudt14	0.59
red	C030029H02Rik	0.59
red	Cep97	0.59
red	Dpp4	0.59
red	Rnf130	0.59
red	Msl2	0.59
red	Dut	0.59
red	Sipa1l3	0.59
red	Kdm1a	0.59
red	Fam212b	0.59
red	Shroom4	0.59
red	Cep170	0.59
red	Stox1	0.58
red	Sorl1	0.58
red	Crnde	0.58
red	Rfc2	0.58
red	Pou2f1	0.58
red	Hist1h2an	0.58
red	Pak4	0.58
red	Plekhg6	0.58
red	Nap1l3	0.58
red	Appl2	0.58
red	Ttc3	0.58
red	Nanos1	0.58
red	Itgav	0.58
red	Hist1h2bj	0.58
red	Mir382	0.57
red	Ctdsp2	0.57
red	Ado	0.57
red	Hunk	0.57
red	Ipo11	0.57
red	Cenpm	0.57
red	Cacnb1	0.57
red	Pak1	0.57
red	Fam110b	0.57
red	Klhl25	0.57
red	Snx27	0.57
red	Fignl2	0.57
red	Arrdc1	0.57
red	Foxf2	0.56
red	Cntd1	0.56
red	Cox7a1	0.56
red	Sv2c	0.56
red	Mtmr12	0.56
red	Rbms2	0.56
red	Fgd1	0.56
red	Pias1	0.56
red	Armt1	0.56
red	Pafah1b2	0.56
red	Kif20a	0.56
red	Snap25	0.56
red	Adam32	0.56
red	Pex7	0.55
red	Mapk1	0.55
red	Strip2	0.55
red	Hdac1	0.55
red	Xpo6	0.55
red	Rbbp4	0.55
red	Hist3h2bb-ps	0.55
red	Map3k13	0.55
red	Popdc3	0.55
red	Gpr158	0.55
red	Sae1	0.55
red	Fam49a	0.55
red	Ttc8	0.55
red	Rabep2	0.55
red	Hist2h2bb	0.55
red	Cldn3	0.55
red	Gm3772	0.55
red	Abca1	0.55
red	Casp9	0.55
red	Syngr3	0.55
red	Lrp12	0.54
red	Parp14	0.54
red	1700012D01Rik	0.54
red	Hmgb2	0.54
red	Etv1	0.54
red	Dach2	0.54
red	Stard13	0.54
red	Efhc1	0.54
red	Pak7	0.54
red	Smim20	0.53
red	Bcorl1	0.53
red	R3hcc1l	0.53
red	Elf4	0.53
red	Tgfbr1	0.53
red	Yaf2	0.53
red	Mapkbp1	0.53
red	Trim37	0.53
red	Cenpc1	0.53
red	Dlg2	0.52
red	Hsbp1l1	0.52
red	Gnb5	0.52
red	Gm6787	0.52
red	Gmeb1	0.52
red	Ccdc184	0.52
red	1500004A13Rik	0.52
red	Phyhip	0.52
red	Pik3r3	0.52
red	Cep128	0.52
red	Esrrg	0.52
red	Ankrd45	0.52
red	Rltpr	0.52
red	Baiap2l1	0.51
red	Prkca	0.51
red	Ccdc120	0.51
red	Slc26a2	0.51
red	Zxdb	0.51
red	Oprk1	0.51
red	Zfp667	0.51
red	4933412E12Rik	0.51
red	Usp51	0.51
red	Izumo4	0.51
red	Stard8	0.50
red	Rp2h	0.50
red	Ttyh1	0.50
red	Rngtt	0.50
red	Atp6v0a1	0.50
red	Septin10	0.50
red	Dzank1	0.50
red	Stx1b	0.50
red	Ms4a6d	0.50
red	Gng4	0.50
red	Tubb2a	0.50
red	Kcnj13	0.50
red	Mir337	0.50
red	4930523C07Rik	0.49
