"gene"	"DMSO_0h"	"DMSO_1h"	"DMSO_24h"	"DMSO_2h"	"DMSO_6h"	"Tg_0h"	"Tg_1h"	"Tg_24h"	"Tg_2h"	"Tg_6h"
"Cdkn2d"	5.73032213509783	5.65886568449564	5.69891120570517	5.32769315393831	5.58983256270336	5.73032213509783	5.62507255407344	4.92162540593397	5.5848211955423	5.73823344741761
"Cdkn3"	4.34593672316622	4.31276064532145	4.44420080266719	4.1010644627218	4.40975927187169	4.34593672316622	4.22561442394123	3.79056909349388	4.30093758984797	4.04444252301603
"Cdnf"	-0.883611883775721	-0.663761361280625	-2.10335823769601	-1.10931833337564	-1.10052730533246	-0.883611883775721	0.312151799709304	-0.162846118727253	0.780172363734973	0.65199196175662
"Cdo1"	3.9658494319086	4.00812470121327	3.95049076774919	3.36810205148232	4.06807290866745	3.9658494319086	3.97848870470866	3.89906898317045	3.86591148336372	3.92239062906977
"Cdon"	6.10001537693586	6.09402618200227	6.06712027629965	6.01719206430231	6.09697129700278	6.10001537693586	6.00818866819621	6.10007048593371	6.12461445845274	6.06763170738457
"Cdpf1"	1.50860434983857	1.5309959389323	1.74110858209839	0.267014984349523	1.6483044791072	1.50860434983857	2.11846459833555	2.14975791335413	1.69427132444605	1.95358761361329
"Cdr1"	-2.41311341826157	-2.85024218555475	-3.93097600210638	-2.94528577644515	-3.1943125148391	-2.41311341826157	-0.8265523142229	-3.63990269862447	-1.17146325019059	-1.16138712533807
"Cdr2"	5.15908967882343	5.16598018539216	5.2487152696767	5.39540807920983	5.22754068206372	5.15908967882343	5.27396711145133	5.62865044955031	5.45039480899054	5.68275913319767
"Cdr2l"	5.24429855218382	5.3348257084922	5.29423311411127	5.03198296467881	5.25843619435207	5.24429855218382	5.43210553820901	5.60908623929424	5.18191067257991	5.63335648487129
"Cdrt4"	-3.02406104801921	-3.44800902232416	-3.54880764553468	-3.93097600210637	-3.93097600210637	-3.02406104801921	-2.48879222393206	-3.93097600210638	-1.75208990544251	-2.7538769388935
"Cdrt4os1"	-3.93097600210637	-3.44800902232416	-3.93097600210638	-3.93097600210637	-3.93097600210637	-3.93097600210637	-2.92345983595153	-3.93097600210638	-2.16845511143911	-2.42178815707519
"Cds1"	3.76824524036289	3.90092531400479	3.77637675739096	3.85137553724471	3.79991033218118	3.76824524036289	3.93400640865823	3.30363069306582	3.76565621173616	3.63812953228158
"Cds2"	8.17377021715856	8.19859836867493	8.26132036433954	8.2555410051307	8.20859818587132	8.17377021715856	8.16747970686965	7.82196265013112	8.0255877945488	7.71754832620262
"Cdsn"	-2.02209667310223	-1.75131478574352	-1.58885337764125	-2.53029453998268	-2.17014498209231	-2.02209667310223	0.338446042278927	4.51230728327739	0.505820384957202	0.0631784069692984
"Cdt1"	5.70921003241014	5.66181379147624	5.57581256168599	5.6138195645565	5.70000137320496	5.70921003241014	5.79167263663234	6.02429359750189	5.96188602182268	6.22491898445286
"Cdv3"	7.37253181419406	7.38867214983207	7.40072927047295	7.30670105872524	7.39770931937034	7.37253181419406	7.33539954910232	8.05789481985357	7.39530191866536	7.75065987376637
"Cdx1"	-3.93097600210637	-3.15348625552401	-3.7773419551971	-2.72098272109106	-3.77372542160328	-3.93097600210637	0.437803622851282	-3.54150998698733	0.717263149545704	-0.0525125419342405
"Cdx2"	3.16576544885314	3.20520050326145	3.20812094469844	2.1656857383913	3.09003900214953	3.16576544885314	3.34578036959399	2.78632492139803	2.97700989755012	2.87523784086432
"Cdx4"	-3.02406104801921	-3.63359182492668	-3.93097600210638	-3.22428484010026	-3.93097600210637	-3.02406104801921	-1.1473690357861	-3.21763074670827	-0.757639133085112	-1.94385151492712
"Cdyl"	4.03856658903447	4.32558762009536	4.31686453082362	4.23496439972013	4.31203502226899	4.03856658903447	4.23127127825479	4.77026406832578	4.48661379396401	4.67195305041159
"Cdyl2"	2.22085235434216	2.53414191579124	2.48253564267851	0.385559888020226	2.67772936684198	2.22085235434216	2.73546030965659	3.28091220641145	3.02911900322294	3.08459303699622
"Ceacam-ps1"	-3.93097600210637	-3.93097600210637	-3.64440053810448	-3.93097600210637	-3.77372542160328	-3.93097600210637	-3.04247284129263	-3.38228106954033	-1.19691040497384	-2.61979316280975
